,Quiescent,Active,Jailed,Speed of Rebellion Transmission,Seed
0,1143,0,0,0.0,7
1,1125,2,15,0.015748031496062992,7
2,1125,0,17,0.0008748906386701663,7
3,1125,0,17,0.0008748906386701663,7
4,1125,0,17,0.0008748906386701663,7
5,1125,1,16,0.0008748906386701663,7
6,1125,0,18,0.0008748906386701663,7
7,1125,0,18,0.0,7
8,1125,0,17,0.0,7
9,1125,0,17,0.0008748906386701663,7
10,1125,0,17,0.0008748906386701663,7
11,1125,0,18,0.0008748906386701663,7
12,1125,0,18,0.0,7
13,1125,0,17,0.0,7
14,1125,0,18,0.0008748906386701663,7
15,1125,0,15,0.0,7
16,1125,0,18,0.0026246719160104987,7
17,1125,0,18,0.0,7
18,1125,0,18,0.0,7
19,1125,0,17,0.0,7
20,1125,0,17,0.0008748906386701663,7
21,1125,0,18,0.0008748906386701663,7
22,1125,0,18,0.0,7
23,1125,0,17,0.0,7
24,1125,0,17,0.0008748906386701663,7
25,1125,0,18,0.0008748906386701663,7
26,1125,0,16,0.0,7
27,1125,0,16,0.0017497812773403325,7
28,1125,0,14,0.0017497812773403325,7
29,1125,0,16,0.003499562554680665,7
30,1125,0,18,0.0017497812773403325,7
31,1125,0,17,0.0,7
32,1125,0,16,0.0008748906386701663,7
33,1125,0,17,0.0017497812773403325,7
34,1125,0,18,0.0008748906386701663,7
35,1125,0,18,0.0,7
36,1125,0,18,0.0,7
37,1125,0,18,0.0,7
38,1125,0,17,0.0,7
39,1125,0,17,0.0008748906386701663,7
40,1125,0,17,0.0008748906386701663,7
41,1125,0,16,0.0008748906386701663,7
42,1125,0,18,0.0017497812773403325,7
43,1125,0,18,0.0,7
44,1125,0,18,0.0,7
45,1125,0,18,0.0,7
46,1125,0,17,0.0,7
47,1125,0,18,0.0008748906386701663,7
48,1125,0,17,0.0,7
49,1125,0,17,0.0008748906386701663,7
50,1125,0,17,0.0008748906386701663,7
51,1125,0,16,0.0008748906386701663,7
52,1125,0,16,0.0017497812773403325,7
53,1125,1,13,0.0017497812773403325,7
54,1125,1,16,0.003499562554680665,7
55,1125,0,16,0.0008748906386701663,7
56,1125,1,17,0.0017497812773403325,7
57,1125,0,17,0.0,7
58,1125,0,18,0.0008748906386701663,7
59,1125,0,17,0.0,7
60,1125,0,17,0.0008748906386701663,7
61,1125,0,17,0.0008748906386701663,7
62,1125,0,18,0.0008748906386701663,7
63,1125,0,16,0.0,7
64,1125,0,16,0.0017497812773403325,7
65,1125,0,16,0.0017497812773403325,7
66,1125,0,16,0.0017497812773403325,7
67,1125,0,18,0.0017497812773403325,7
68,1125,0,16,0.0,7
69,1125,1,16,0.0017497812773403325,7
70,1125,0,17,0.0008748906386701663,7
71,1125,0,17,0.0008748906386701663,7
72,1125,0,17,0.0008748906386701663,7
73,1125,0,18,0.0008748906386701663,7
74,1125,0,16,0.0,7
75,1125,0,16,0.0017497812773403325,7
76,1125,0,16,0.0017497812773403325,7
77,1125,0,17,0.0017497812773403325,7
78,1125,0,15,0.0008748906386701663,7
79,1125,1,17,0.0026246719160104987,7
80,1125,0,18,0.0,7
81,1125,0,16,0.0,7
82,1125,0,17,0.0017497812773403325,7
83,1125,0,18,0.0008748906386701663,7
84,1125,0,18,0.0,7
85,1125,0,18,0.0,7
86,1125,0,15,0.0,7
87,1125,1,16,0.0026246719160104987,7
88,1125,0,18,0.0008748906386701663,7
89,1125,0,17,0.0,7
90,1125,0,17,0.0008748906386701663,7
91,1125,0,18,0.0008748906386701663,7
92,1125,0,15,0.0,7
93,1125,0,16,0.0026246719160104987,7
